Customer,Churn,Card,Start_Date,Customer_Service_Calls,Credit_Limit,Total_Revolving_Balance,Average_Open_To_Buy,Average_Utilisation_Ratio,Age,Gender,Education,Marital_Status,Dependents,Income
796207925,No,Silver,2020-08-01,1,2555.0,681,1874.0,0.267,52.0,F,MSc,Married,5,Unknown
794770818,No,Silver,2020-06-01,2,19033.0,1555,17478.0,0.082,35.0,F,Unknown,Divorced,2,Unknown
761032681,No,Silver,2019-07-01,1,2214.0,1025,1189.0,0.463,48.0,F,Graduate,Single,3,Less than €30K
783238409,No,Silver,2019-09-01,2,1629.0,1185,444.0,0.727,57.0,F,Graduate,Married,2,Less than €30K
821700253,No,Silver,2020-08-01,3,17506.0,1979,15527.0,0.113,42.0,M,Primary level,,1,€80K - €100K
711446538,No,Silver,2019-02-01,2,2848.0,1468,1380.0,0.515,58.0,F,Primary level,Married,2,€30K - €50K
744172493,No,Silver,2020-04-01,3,2888.0,821,2067.0,0.284,45.0,F,Primary level,Married,4,Less than €30K
796516180,No,Silver,2020-06-01,2,2684.0,1381,1303.0,0.515,37.0,F,Unknown,Married,0,Less than €30K
792158452,No,Silver,2020-02-01,4,11851.0,0,11851.0,0.0,48.0,M,Second level,Single,3,€80K - €100K
820708306,No,Silver,2020-01-01,2,22886.0,836,22050.0,0.037,34.0,M,Second level,Single,2,Unknown
749605230,No,Silver,2020-05-01,2,3104.0,1954,1150.0,0.63,41.0,F,Post LC,Single,3,€30K - €50K
731843450,Yes,Silver,2020-02-01,2,6080.0,787,5293.0,0.129,43.0,M,Graduate,Single,3,€30K - €50K
791365887,No,Silver,2020-01-01,2,1438.3,0,1438.3,0.0,43.0,F,Second level,Single,3,Less than €30K
714655863,Yes,Silver,2021-01-01,4,10226.0,0,10226.0,0.0,37.0,M,Unknown,Single,2,€30K - €50K
814856555,No,Silver,2019-10-01,1,4038.0,1237,2801.0,0.306,51.0,F,Second level,Single,3,Less than €30K
769627173,No,Silver,2020-09-01,2,2035.0,1174,861.0,0.577,45.0,F,Graduate,Single,3,Less than €30K
728758788,No,Silver,2020-06-01,1,2080.0,1799,281.0,0.865,54.0,F,Graduate,Married,4,Less than €30K
820773985,No,Silver,2019-05-01,2,1854.0,794,1060.0,0.428,59.0,M,Graduate,Single,4,€80K - €100K
793264323,No,Silver,2019-11-01,3,3785.0,1935,1850.0,0.511,58.0,M,Primary level,Married,0,€80K - €100K
758219429,No,Silver,2019-06-01,2,1438.3,787,651.3,0.547,56.0,F,Graduate,Single,2,Less than €30K
767547324,No,Silver,2021-12-01,4,1775.0,1162,613.0,0.655,26.0,M,Second level,Single,0,Less than €30K
820639489,No,Silver,2019-09-01,3,6366.0,1344,5022.0,0.211,49.0,M,Second level,Married,4,€80K - €100K
789711719,No,Silver,2020-11-01,3,2295.0,1250,1045.0,0.545,48.0,F,MSc,Divorced,4,Less than €30K
805303346,No,Silver,2020-10-01,3,2043.0,1725,318.0,0.844,33.0,M,Graduate,Single,3,€50K - €80K
712072955,No,Silver,2020-02-01,0,2919.0,1670,1249.0,0.572,49.0,F,Second level,Married,4,€30K - €50K
779375945,Yes,Silver,2020-01-01,2,1655.0,0,1655.0,0.0,45.0,F,Graduate,Married,4,Less than €30K
773072961,No,Silver,2019-11-01,3,2623.0,1714,909.0,0.653,50.0,F,Graduate,Married,1,Less than €30K
789998599,No,Silver,2019-04-01,0,2453.0,1534,919.0,0.625,49.0,M,Graduate,Single,3,€80K - €100K
792433888,No,Silver,2020-01-01,4,2936.0,2181,755.0,0.743,56.0,F,Primary level,Single,4,Less than €30K
746479653,No,Silver,2021-01-01,3,14821.0,0,14821.0,0.0,38.0,M,Graduate,Divorced,3,€80K - €100K
792018871,No,Silver,2020-01-01,1,5905.0,2248,3657.0,0.381,52.0,F,Graduate,Married,2,Unknown
779181084,Yes,Silver,2019-12-01,2,9410.0,0,9410.0,0.0,54.0,M,Second level,Married,5,€80K - €100K
771777979,No,Silver,2020-12-01,2,10305.0,1870,8435.0,0.181,43.0,F,Second level,Single,3,Unknown
826254532,No,Silver,2019-09-01,0,10408.0,1186,9222.0,0.114,49.0,M,Post LC,Divorced,4,€50K - €80K
712339582,No,Silver,2019-08-01,1,8159.0,2277,5882.0,0.279,50.0,F,Second level,Married,2,Unknown
743458417,No,Silver,2020-01-01,1,16388.0,2001,14387.0,0.122,50.0,M,Second level,Married,2,€80K - €100K
755230865,No,Silver,2021-04-01,5,21390.0,0,21390.0,0.0,32.0,M,Post LC,Single,3,€80K - €100K
737065299,Yes,Silver,2019-11-01,3,2616.0,2505,111.0,0.958,48.0,F,Second level,,4,Less than €30K
821116694,No,Silver,2020-12-01,3,3299.0,2517,782.0,0.763,44.0,F,Second level,Single,2,€30K - €50K
752000327,No,Silver,2019-06-01,3,4388.0,642,3746.0,0.146,50.0,M,Primary level,Single,2,€50K - €80K
792746465,No,Silver,2020-03-01,2,3112.0,2023,1089.0,0.65,47.0,F,Graduate,Married,1,Unknown
733019359,No,Silver,2020-01-01,4,2687.0,1317,1370.0,0.49,45.0,F,PhD,Single,4,Less than €30K
739979747,No,Silver,2020-01-01,3,1953.0,1089,864.0,0.558,47.0,F,Unknown,,3,Less than €30K
786500849,No,Silver,2020-01-01,2,2433.0,1948,485.0,0.801,54.0,F,Graduate,Married,4,Less than €30K
740156821,No,Silver,2019-10-01,2,6648.0,2242,4406.0,0.337,47.0,M,Primary level,Single,4,€30K - €50K
771911963,No,Silver,2019-12-01,3,2701.0,1986,715.0,0.735,,M,Second level,Single,4,€100K +
803571041,No,Silver,2020-01-01,1,1438.3,0,1438.3,0.0,48.0,F,Post LC,Married,2,Less than €30K
809158367,Yes,Silver,2020-01-01,4,2952.0,0,2952.0,0.0,47.0,F,Primary level,Single,3,Unknown
756865158,Yes,Silver,2021-09-01,3,1835.0,1647,188.0,0.898,27.0,F,Unknown,Single,0,Less than €30K
766509506,No,Silver,2021-10-01,5,4700.0,0,4700.0,0.0,29.0,M,Graduate,Married,0,Less than €30K
758898418,No,Silver,2020-01-01,1,2505.0,0,2505.0,0.0,49.0,F,Primary level,Married,2,Less than €30K
730344419,No,Silver,2020-10-01,0,1953.0,1554,399.0,0.796,35.0,F,PhD,Married,2,€30K - €50K
796591595,Yes,Silver,2020-01-01,3,3610.0,1554,2056.0,0.43,51.0,M,Graduate,Single,3,€80K - €100K
747553867,No,Silver,2020-01-01,2,1750.0,813,937.0,0.465,51.0,F,Primary level,,3,Less than €30K
774814433,No,Silver,2021-05-01,3,2234.0,1865,369.0,0.835,32.0,F,MSc,Married,1,Less than €30K
806175345,Yes,Silver,2020-01-01,2,1438.3,0,1438.3,0.0,47.0,F,PhD,Married,1,€30K - €50K
771415217,No,Silver,2018-12-01,3,32676.0,2134,30542.0,0.065,57.0,M,Graduate,Single,3,€100K +
716093068,No,Silver,2020-03-01,2,12391.0,784,11607.0,0.063,48.0,M,MSc,Single,3,€50K - €80K
718328759,No,Silver,2020-01-01,1,8406.0,0,8406.0,0.0,43.0,M,Unknown,Single,2,€30K - €50K
793844278,Yes,Silver,2019-11-01,4,1757.0,0,1757.0,0.0,53.0,F,Graduate,Married,4,Less than €30K
716025022,No,Silver,2020-03-01,3,13679.0,0,13679.0,0.0,57.0,M,MSc,Married,4,€80K - €100K
762946476,No,Silver,2019-11-01,3,16494.0,1158,15336.0,0.07,49.0,M,Unknown,Married,2,€100K +
822962625,No,Silver,2018-12-01,2,1476.0,0,1476.0,0.0,61.0,F,Unknown,Single,5,Less than €30K
780562477,No,Silver,2019-05-01,2,4364.0,1507,2857.0,0.345,49.0,F,Graduate,Single,3,Less than €30K
746138145,Yes,Silver,2018-12-01,3,3292.0,0,3292.0,0.0,55.0,F,Primary level,Single,1,Less than €30K
726823511,No,Silver,2019-12-01,0,8520.0,814,7706.0,0.096,50.0,F,Primary level,Single,2,Less than €30K
727941353,No,Gold,2020-01-01,2,18000.0,1829,16171.0,0.102,45.0,F,Second level,Divorced,3,€30K - €50K
720934286,No,Silver,2020-01-01,2,7577.0,2480,5097.0,0.327,44.0,M,PhD,Single,2,€50K - €80K
797998732,No,Silver,2020-01-01,3,4786.0,1516,3270.0,0.317,47.0,M,PhD,Divorced,3,€30K - €50K
754518980,No,Gold,2020-10-01,4,14335.0,938,13397.0,0.065,47.0,F,Primary level,Married,3,Less than €30K
782079459,No,Silver,2020-07-01,4,7764.0,621,7143.0,0.08,41.0,F,Primary level,Divorced,3,Less than €30K
808189221,No,Silver,2018-09-01,3,20410.0,1196,19214.0,0.059,58.0,M,Unknown,Divorced,2,€50K - €80K
787475013,No,Silver,2020-01-01,4,2594.0,1686,908.0,0.65,43.0,F,Unknown,Single,3,€30K - €50K
787102142,No,Silver,2020-11-01,2,1438.3,0,1438.3,0.0,37.0,F,Post LC,Single,2,Less than €30K
713032557,Yes,Silver,2020-02-01,3,1438.3,0,1438.3,0.0,43.0,M,Unknown,Married,3,€30K - €50K
764292660,No,Silver,2020-03-01,3,27229.0,0,27229.0,0.0,52.0,M,Primary level,Single,2,€80K - €100K
791039416,No,Silver,2020-10-01,3,9347.0,1988,7359.0,0.213,39.0,F,Second level,Married,2,Unknown
767035614,Yes,Silver,2020-12-01,6,1438.3,0,1438.3,0.0,42.0,F,Second level,Married,5,€30K - €50K
755894757,No,Silver,2019-12-01,1,4254.0,1204,3050.0,0.283,47.0,F,PhD,Single,2,Less than €30K
822747105,No,Silver,2019-02-01,3,1438.3,0,1438.3,0.0,,F,Graduate,Married,1,Less than €30K
717708453,No,Silver,2019-11-01,3,2440.0,1501,939.0,0.615,48.0,M,Unknown,Married,4,€50K - €80K
746002335,No,Silver,2020-01-01,3,3714.0,2517,1197.0,0.678,42.0,F,Graduate,Divorced,3,Less than €30K
787169272,No,Silver,2020-01-01,3,4192.0,1734,2458.0,0.414,30.0,M,Post LC,Single,2,€50K - €80K
721234768,No,Silver,2019-03-01,2,4994.0,0,4994.0,0.0,55.0,M,Graduate,Single,2,€80K - €100K
775465556,Yes,Silver,2019-12-01,2,4708.0,920,3788.0,0.195,55.0,F,Graduate,Single,4,€30K - €50K
778139054,No,Silver,2021-01-01,2,24577.0,0,24577.0,0.0,36.0,M,Unknown,Married,3,€100K +
799953750,No,Silver,2020-01-01,3,3416.0,727,2689.0,0.213,49.0,F,Graduate,,4,Unknown
736557475,No,Silver,2021-05-01,2,9735.0,1245,8490.0,0.128,36.0,F,Unknown,Divorced,2,€30K - €50K
724949344,No,Gold,2021-12-01,1,10254.0,0,10254.0,0.0,26.0,M,Unknown,,0,Less than €30K
730228456,No,Silver,2020-01-01,2,29963.0,2094,27869.0,0.07,48.0,M,Second level,Married,2,€100K +
804946653,No,Silver,2019-01-01,2,2324.0,1576,748.0,0.678,53.0,F,Second level,Married,1,Less than €30K
826113109,Yes,Silver,2021-07-01,3,4246.0,2517,1729.0,0.593,31.0,M,Unknown,,2,€80K - €100K
786710710,No,Silver,2018-08-01,0,13784.0,698,13086.0,0.051,62.0,M,Second level,Married,4,€50K - €80K
808056963,Yes,Silver,2021-12-01,4,1730.0,1616,114.0,0.934,26.0,F,Second level,Single,0,€30K - €50K
739006597,No,Silver,2019-12-01,2,5465.0,1967,3498.0,0.36,52.0,F,Unknown,,5,Less than €30K
737139539,No,Silver,2020-01-01,2,19629.0,0,19629.0,0.0,45.0,M,Graduate,Divorced,3,€50K - €80K
826730235,Yes,Silver,2019-11-01,3,4446.0,0,4446.0,0.0,55.0,M,Graduate,Single,5,€30K - €50K
807649824,No,Silver,2019-10-01,3,1844.0,1388,456.0,0.753,,F,Graduate,Married,3,€30K - €50K
797427670,No,Gold,2020-01-01,2,31631.0,0,31631.0,0.0,49.0,F,Second level,Single,3,Unknown
753521335,No,Silver,2019-09-01,2,2514.0,2251,263.0,0.895,52.0,M,Second level,Married,4,€30K - €50K
785262429,No,Silver,2019-07-01,2,7116.0,693,6423.0,0.097,46.0,M,Second level,,2,€50K - €80K
742011368,No,Silver,2019-01-01,1,9926.0,2216,7710.0,0.223,58.0,F,Graduate,Married,1,Unknown
806275578,No,Silver,2019-03-01,3,3312.0,1624,1688.0,0.49,54.0,F,PhD,Married,2,Less than €30K
798492845,No,Silver,2020-10-01,2,1830.0,0,1830.0,0.0,38.0,F,Second level,Married,2,Less than €30K
771600125,No,Silver,2020-04-01,4,1438.3,0,1438.3,0.0,47.0,F,Unknown,Single,4,Less than €30K
768515210,No,Silver,2019-11-01,2,1832.0,748,1084.0,0.408,48.0,F,Post LC,Married,1,Less than €30K
737531155,No,Silver,2020-01-01,1,1438.3,0,1438.3,0.0,46.0,F,Post LC,Divorced,2,Less than €30K
759961568,No,Silver,2020-11-01,2,16950.0,0,16950.0,0.0,39.0,F,Second level,,4,Unknown
783839989,Yes,Silver,2020-01-01,3,5130.0,0,5130.0,0.0,51.0,M,Unknown,Married,3,€80K - €100K
777856116,No,Silver,2020-01-01,3,11656.0,1677,9979.0,0.144,48.0,M,Graduate,Single,2,€80K - €100K
782581862,No,Silver,2020-06-01,2,2014.0,896,1118.0,0.445,38.0,M,Unknown,Married,3,€50K - €80K
820447141,No,Silver,2020-05-01,0,2107.0,941,1166.0,0.447,40.0,F,MSc,Married,2,Less than €30K
825256229,No,Silver,2020-01-01,3,2358.0,1152,1206.0,0.489,55.0,F,Second level,Married,2,Less than €30K
802721590,Yes,Silver,2019-12-01,4,1717.0,0,1717.0,0.0,52.0,F,Primary level,Single,1,Less than €30K
811559958,No,Silver,2020-11-01,1,2222.0,1291,931.0,0.581,40.0,M,MSc,Married,4,Less than €30K
784292821,No,Gold,2020-01-01,4,34516.0,1893,32623.0,0.055,47.0,F,Graduate,Single,4,Unknown
730981285,No,Silver,2020-01-01,3,8671.0,590,8081.0,0.068,51.0,M,Primary level,Single,1,€100K +
813603961,Yes,Silver,2019-11-01,4,4075.0,1986,2089.0,0.487,43.0,F,Graduate,Single,3,Less than €30K
813560487,No,Silver,2020-01-01,3,9521.0,1669,7852.0,0.175,62.0,M,Primary level,Married,1,€50K - €80K
791166795,No,Silver,2020-11-01,2,2002.0,1377,625.0,0.688,40.0,F,Primary level,Single,4,Less than €30K
783482052,No,Silver,2019-09-01,1,3044.0,1973,1071.0,0.648,46.0,F,Graduate,Married,3,Unknown
820229425,No,Silver,2019-01-01,3,2737.0,1812,925.0,0.662,60.0,F,Second level,Divorced,1,Less than €30K
752448262,No,Silver,2019-08-01,1,1438.3,0,1438.3,0.0,50.0,F,Second level,Married,4,Less than €30K
719283677,No,Silver,2019-12-01,1,2946.0,2338,608.0,0.794,47.0,F,Second level,Married,2,Less than €30K
708578641,No,Silver,2020-03-01,3,2471.0,1658,813.0,0.671,42.0,F,Unknown,Single,2,€30K - €50K
744625222,No,Silver,2018-08-01,2,2566.0,2164,402.0,0.843,61.0,F,MSc,Married,0,€30K - €50K
813146909,No,Silver,2020-02-01,2,2872.0,2517,355.0,0.876,47.0,F,PhD,Single,3,€30K - €50K
755585560,No,Silver,2019-05-01,4,5489.0,1665,3824.0,0.303,51.0,F,Unknown,,2,€30K - €50K
764538056,No,Silver,2020-07-01,2,1547.0,0,1547.0,0.0,44.0,M,Primary level,Single,3,€30K - €50K
774101547,No,Silver,2019-12-01,0,2053.0,0,2053.0,0.0,47.0,M,Graduate,Married,1,€50K - €80K
772797467,No,Silver,2020-02-01,1,2563.0,1579,984.0,0.616,42.0,F,Second level,Single,3,Less than €30K
739650548,No,Silver,2020-01-01,2,2107.0,1008,1099.0,0.478,65.0,M,Second level,,0,Less than €30K
721655025,No,Silver,2019-08-01,3,3521.0,672,2849.0,0.191,52.0,F,Graduate,Married,4,Less than €30K
759908363,No,Silver,2021-01-01,3,4568.0,2025,2543.0,0.443,42.0,F,Primary level,Married,3,Unknown
783287664,No,Silver,2020-12-01,1,19534.0,0,19534.0,0.0,30.0,M,Post LC,Married,0,€50K - €80K
766076620,No,Silver,2018-07-01,4,13284.0,607,12677.0,0.046,62.0,M,Graduate,Single,1,€50K - €80K
784359177,No,Silver,2020-01-01,2,34516.0,2517,31999.0,0.073,53.0,M,Graduate,Single,3,€80K - €100K
752896181,No,Silver,2019-11-01,2,2671.0,1713,958.0,0.641,50.0,F,Graduate,Single,4,Less than €30K
788310866,No,Silver,2019-11-01,2,13426.0,0,13426.0,0.0,46.0,M,Second level,Married,4,€50K - €80K
779416235,No,Silver,2019-06-01,0,6626.0,1558,5068.0,0.235,48.0,M,Unknown,Married,3,€100K +
753173263,No,Silver,2021-01-01,3,8444.0,1945,6499.0,0.23,37.0,F,Graduate,Single,2,Less than €30K
752459714,No,Silver,2020-01-01,2,14858.0,1594,13264.0,0.107,52.0,M,Unknown,Married,1,€80K - €100K
767797284,Yes,Silver,2021-12-01,3,4829.0,0,4829.0,0.0,31.0,F,Graduate,Single,1,Less than €30K
732416777,No,Silver,2020-10-01,1,8587.0,1324,7263.0,0.154,43.0,F,PhD,Married,4,Less than €30K
798729399,No,Silver,2020-07-01,3,21695.0,1257,20438.0,0.058,35.0,M,Primary level,Single,2,€50K - €80K
791438830,Yes,Silver,2018-05-01,3,1931.0,1531,400.0,0.793,63.0,F,Graduate,Single,0,Less than €30K
748734902,No,Silver,2019-07-01,2,3495.0,1427,2068.0,0.408,56.0,F,Primary level,Single,2,Less than €30K
715032089,No,Silver,2020-06-01,4,18584.0,2446,16138.0,0.132,40.0,M,Graduate,Married,3,€80K - €100K
816856934,No,Platinum,2019-10-01,2,15987.0,1096,14891.0,0.069,52.0,F,PhD,Married,5,Less than €30K
754414822,Yes,Silver,2020-06-01,3,1506.0,168,1338.0,0.112,44.0,F,Second level,Single,2,Less than €30K
827535959,No,Silver,2019-02-01,4,15108.0,1288,13820.0,0.085,54.0,M,Graduate,,3,€80K - €100K
750142654,Yes,Silver,2020-06-01,2,5456.0,951,4505.0,0.174,49.0,F,Graduate,Single,2,Less than €30K
787622351,Yes,Silver,2020-01-01,3,1615.0,950,665.0,0.588,57.0,F,PhD,Married,2,Less than €30K
788049904,Yes,Silver,2019-03-01,3,9463.0,764,8699.0,0.081,56.0,F,Second level,Married,2,Less than €30K
709814523,No,Silver,2020-01-01,2,4542.0,1355,3187.0,0.298,54.0,F,Primary level,Single,3,Less than €30K
788864807,No,Silver,2019-06-01,2,1965.0,1525,440.0,0.776,59.0,F,Primary level,Divorced,4,€30K - €50K
722829085,No,Silver,2020-01-01,3,2624.0,1458,1166.0,0.556,,F,Primary level,Single,3,Less than €30K
805812112,No,Silver,2019-09-01,3,2900.0,1782,1118.0,0.614,49.0,M,Post LC,Single,4,€100K +
745972058,No,Silver,2020-11-01,1,14485.0,2124,12361.0,0.147,37.0,M,Primary level,,3,€50K - €80K
826403329,No,Silver,2020-09-01,2,3645.0,701,2944.0,0.192,37.0,M,MSc,Married,3,€30K - €50K
808985078,No,Silver,2020-03-01,3,8823.0,1541,7282.0,0.175,39.0,M,Second level,Married,2,€80K - €100K
714681767,No,Silver,2019-06-01,4,3710.0,2517,1193.0,0.678,52.0,M,Graduate,Married,1,€80K - €100K
787523235,Yes,Silver,2019-05-01,2,2094.0,0,2094.0,0.0,49.0,F,Primary level,Single,0,Less than €30K
768706960,No,Silver,2021-06-01,0,2834.0,1418,1416.0,0.5,32.0,F,Graduate,Married,0,Less than €30K
826233374,No,Silver,2020-01-01,3,9851.0,0,9851.0,0.0,43.0,F,Graduate,,1,Unknown
812289658,No,Silver,2018-08-01,1,2493.0,1566,927.0,0.628,58.0,F,Post LC,Married,3,Less than €30K
733284195,No,Silver,2020-01-01,4,18102.0,1381,16721.0,0.076,52.0,M,PhD,Single,4,€80K - €100K
809053881,No,Silver,2020-01-01,3,7646.0,1010,6636.0,0.132,64.0,F,Graduate,Married,0,Unknown
790780530,No,Silver,2020-01-01,2,17391.0,1044,16347.0,0.06,41.0,M,Primary level,Married,3,€50K - €80K
749777461,Yes,Silver,2018-08-01,2,7501.0,2517,4984.0,0.336,59.0,F,Unknown,Single,1,Less than €30K
802081491,No,Silver,2020-07-01,4,2346.0,0,2346.0,0.0,38.0,M,Graduate,Single,2,€50K - €80K
791119630,No,Silver,2020-06-01,3,20734.0,2517,18217.0,0.121,49.0,M,Primary level,Married,2,€80K - €100K
782889695,No,Silver,2019-07-01,1,8285.0,1359,6926.0,0.164,46.0,M,Second level,Single,3,€30K - €50K
753100072,No,Silver,2019-10-01,1,2406.0,0,2406.0,0.0,58.0,F,Primary level,,1,€30K - €50K
736650306,Yes,Silver,2019-03-01,3,4650.0,1162,3488.0,0.25,61.0,M,Unknown,Single,0,€100K +
727009917,No,Silver,2019-04-01,4,2458.0,0,2458.0,0.0,51.0,M,Second level,Single,1,€50K - €80K
811280189,No,Silver,2019-07-01,3,27514.0,1834,25680.0,0.067,52.0,M,Unknown,Single,3,€80K - €100K
711671838,No,Silver,2020-01-01,0,3961.0,1729,2232.0,0.437,51.0,F,Second level,Divorced,3,Less than €30K
789419852,No,Silver,2018-06-01,4,8963.0,0,8963.0,0.0,65.0,M,Primary level,Single,1,Less than €30K
826308077,No,Silver,2020-11-01,2,2189.0,1833,356.0,0.837,35.0,F,Second level,Single,1,Less than €30K
711590053,No,Silver,2021-02-01,2,3955.0,2352,1603.0,0.595,30.0,F,Second level,Single,1,Less than €30K
740234238,No,Silver,2020-07-01,2,24499.0,2517,21982.0,0.103,,M,Primary level,Divorced,3,€50K - €80K
753180415,Yes,Silver,2020-02-01,6,3512.0,2517,995.0,0.717,45.0,F,Second level,Single,3,Unknown
745238494,No,Silver,2019-11-01,2,1438.3,604,834.3,0.42,50.0,F,Graduate,Single,5,Less than €30K
754791595,No,Silver,2020-06-01,4,4736.0,945,3791.0,0.2,40.0,F,Second level,Married,3,Less than €30K
754927788,No,Silver,2020-03-01,1,3499.0,1759,1740.0,0.503,46.0,M,PhD,Married,2,€100K +
751814773,No,Silver,2020-09-01,4,3478.0,0,3478.0,0.0,39.0,M,Graduate,Married,3,€30K - €50K
791590177,No,Gold,2019-12-01,3,27781.0,0,27781.0,0.0,43.0,M,Primary level,Single,2,€50K - €80K
803311184,No,Silver,2020-01-01,1,2588.0,1782,806.0,0.689,37.0,F,Second level,Married,2,Less than €30K
762669406,No,Silver,2018-12-01,4,4072.0,0,4072.0,0.0,59.0,F,Post LC,,1,Less than €30K
749159306,No,Silver,2020-01-01,3,3029.0,2267,762.0,0.748,52.0,F,Second level,Single,2,Less than €30K
813137395,No,Silver,2019-07-01,2,20311.0,1655,18656.0,0.081,54.0,M,Second level,Married,3,€100K +
760604494,No,Silver,2020-01-01,2,2502.0,1488,1014.0,0.595,46.0,M,Post LC,Single,4,€30K - €50K
720614071,No,Silver,2020-08-01,3,1840.0,1267,573.0,0.689,49.0,F,Primary level,Married,5,Unknown
712710568,No,Silver,2020-08-01,2,3919.0,2278,1641.0,0.581,53.0,F,Unknown,Single,4,Less than €30K
719401344,No,Silver,2019-05-01,3,4737.0,1649,3088.0,0.348,57.0,F,Graduate,Single,4,Less than €30K
822007935,Yes,Silver,2021-12-01,3,6075.0,0,6075.0,0.0,30.0,F,Primary level,Married,0,Less than €30K
816354256,No,Silver,2020-04-01,2,2392.0,1129,1263.0,0.472,,F,Second level,Married,1,Unknown
789912952,No,Silver,2020-04-01,3,3251.0,1937,1314.0,0.596,39.0,F,Unknown,Married,2,Less than €30K
754701959,No,Silver,2019-12-01,4,6784.0,891,5893.0,0.131,49.0,M,Graduate,Divorced,4,€50K - €80K
738941805,No,Silver,2019-02-01,1,5118.0,980,4138.0,0.191,51.0,F,Graduate,Married,2,Less than €30K
783154508,No,Silver,2020-09-01,3,1864.0,1081,783.0,0.58,33.0,F,MSc,Married,3,€30K - €50K
728595970,Yes,Silver,2020-01-01,2,16081.0,492,15589.0,0.031,50.0,M,Unknown,Married,2,€100K +
739589343,No,Silver,2020-01-01,1,3210.0,2081,1129.0,0.648,46.0,M,Graduate,Divorced,3,€80K - €100K
823438571,No,Silver,2020-01-01,4,20050.0,1225,18825.0,0.061,54.0,M,Second level,Married,1,€50K - €80K
775507609,No,Silver,2020-01-01,4,3666.0,1739,1927.0,0.474,54.0,F,Second level,Married,3,Less than €30K
763283531,No,Silver,2019-12-01,3,32641.0,1551,31090.0,0.048,55.0,M,Post LC,Married,2,€100K +
712434601,No,Silver,2020-01-01,2,4100.0,1956,2144.0,0.477,55.0,M,Unknown,,5,€50K - €80K
769064249,No,Platinum,2019-12-01,2,34516.0,2429,32087.0,0.07,,M,Graduate,Married,3,€50K - €80K
732689651,No,Silver,2019-02-01,3,15904.0,1024,14880.0,0.064,52.0,M,Unknown,Single,2,€80K - €100K
814003541,No,Silver,2019-09-01,2,1438.3,908,530.3,0.631,51.0,F,PhD,Single,1,Less than €30K
793319878,No,Silver,2020-01-01,3,1565.0,944,621.0,0.603,51.0,F,Graduate,Married,3,€30K - €50K
734863714,Yes,Silver,2020-06-01,2,5655.0,1154,4501.0,0.204,41.0,F,Graduate,Single,3,€30K - €50K
752492272,No,Silver,2018-05-01,2,2213.0,829,1384.0,0.375,60.0,F,Second level,Single,0,€30K - €50K
728434405,Yes,Silver,2020-01-01,6,3793.0,2517,1276.0,0.664,43.0,F,Post LC,Married,2,Unknown
767743370,No,Silver,2020-07-01,2,2317.0,1232,1085.0,0.532,41.0,M,Graduate,Single,2,€50K - €80K
732265638,No,Platinum,2020-01-01,2,34516.0,2276,32240.0,0.066,42.0,M,MSc,Single,1,€50K - €80K
738190627,No,Silver,2019-12-01,2,1792.0,933,859.0,0.521,52.0,F,Post LC,Married,4,€30K - €50K
742752638,No,Silver,2020-09-01,2,2590.0,0,2590.0,0.0,43.0,F,Second level,Married,3,Less than €30K
718385050,Yes,Silver,2021-07-01,1,4203.0,996,3207.0,0.237,30.0,F,Graduate,Divorced,0,Less than €30K
811665212,No,Silver,2019-06-01,2,2393.0,1499,894.0,0.626,50.0,F,Graduate,Married,0,Less than €30K
758824917,Yes,Silver,2020-01-01,3,1438.3,455,983.3,0.316,48.0,F,Second level,Married,2,Less than €30K
819003302,No,Silver,2019-08-01,4,2340.0,1680,660.0,0.718,52.0,F,Primary level,Married,4,Less than €30K
783808069,No,Silver,2020-01-01,4,17655.0,0,17655.0,0.0,47.0,M,Second level,Single,1,€80K - €100K
800611557,No,Silver,2019-03-01,3,3282.0,2262,1020.0,0.689,,F,Post LC,Divorced,3,Less than €30K
747203947,No,Silver,2020-08-01,2,3300.0,1731,1569.0,0.525,35.0,M,Primary level,,2,€100K +
754618570,No,Silver,2020-07-01,2,9428.0,1765,7663.0,0.187,,M,Second level,Married,2,€50K - €80K
738414310,Yes,Silver,2020-01-01,2,8411.0,979,7432.0,0.116,55.0,M,Unknown,Single,3,€50K - €80K
757210306,No,Silver,2020-07-01,2,11277.0,1747,9530.0,0.155,37.0,M,Primary level,Single,3,€80K - €100K
758694353,No,Silver,2019-05-01,3,2021.0,1186,835.0,0.587,48.0,F,PhD,Married,3,Unknown
720988212,No,Silver,2020-02-01,1,3390.0,2180,1210.0,0.643,53.0,F,Graduate,Married,3,Less than €30K
735021120,No,Silver,2019-04-01,1,1972.0,0,1972.0,0.0,53.0,F,Unknown,Married,3,€30K - €50K
752875096,No,Silver,2019-05-01,3,1438.3,1058,380.3,0.736,49.0,M,Second level,Single,1,€100K +
749046905,Yes,Silver,2019-08-01,1,3423.0,0,3423.0,0.0,50.0,F,Graduate,Single,0,Less than €30K
816060572,No,Silver,2019-12-01,2,8512.0,1471,7041.0,0.173,44.0,F,Second level,Single,3,Less than €30K
709910706,No,Silver,2020-01-01,3,3297.0,1554,1743.0,0.471,38.0,F,Post LC,Married,3,Less than €30K
739019134,No,Silver,2020-01-01,2,16268.0,2517,13751.0,0.155,40.0,M,Second level,Divorced,3,€50K - €80K
799661002,Yes,Silver,2020-01-01,2,2114.0,0,2114.0,0.0,51.0,F,Unknown,Married,2,Less than €30K
